iter	Passed	Remaining
432	1507	1974
433	1511	1970
434	1514	1966
435	1517	1962
436	1520	1958
437	1523	1955
438	1526	1951
439	1530	1947
440	1533	1943
441	1536	1939
442	1539	1935
443	1542	1931
444	1545	1927
445	1548	1923
446	1551	1919
447	1554	1915
448	1558	1911
449	1561	1907
450	1564	1904
451	1567	1900
452	1570	1896
453	1574	1893
454	1577	1889
455	1580	1885
456	1583	1881
457	1586	1877
458	1589	1873
459	1592	1869
460	1595	1865
461	1598	1861
462	1601	1857
463	1604	1854
464	1608	1850
465	1611	1846
466	1614	1842
467	1617	1839
468	1620	1835
469	1623	1831
470	1627	1827
471	1630	1823
472	1633	1820
473	1637	1816
474	1640	1813
475	1643	1809
476	1646	1805
477	1649	1801
478	1652	1797
479	1656	1794
480	1659	1790
481	1662	1786
482	1665	1782
483	1668	1779
484	1672	1775
485	1675	1771
486	1678	1767
487	1681	1764
488	1684	1760
489	1687	1756
490	1690	1752
491	1693	1748
492	1697	1745
493	1700	1741
494	1703	1737
495	1706	1733
496	1709	1729
497	1712	1726
498	1715	1722
499	1718	1718
500	1721	1714
501	1724	1711
502	1727	1707
503	1731	1703
504	1734	1699
505	1737	1696
506	1740	1692
507	1743	1688
508	1746	1684
509	1749	1680
510	1752	1677
511	1756	1673
512	1759	1670
513	1762	1666
514	1765	1662
515	1768	1659
516	1771	1655
517	1775	1651
518	1778	1648
519	1781	1644
520	1784	1640
521	1787	1636
522	1790	1633
523	1793	1629
524	1797	1625
525	1800	1622
526	1803	1618
527	1806	1614
528	1809	1611
529	1812	1607
530	1815	1603
531	1819	1600
532	1822	1596
533	1825	1592
534	1828	1589
535	1831	1585
536	1834	1582
537	1837	1578
538	1840	1574
539	1844	1570
540	1847	1567
541	1850	1563
542	1853	1559
543	1856	1556
544	1859	1552
545	1862	1548
546	1865	1545
547	1868	1541
548	1871	1537
549	1875	1534
550	1878	1530
551	1881	1527
552	1884	1523
553	1887	1519
554	1891	1516
555	1894	1512
556	1897	1508
557	1900	1505
558	1903	1501
559	1906	1498
560	1909	1494
561	1912	1490
562	1916	1487
563	1919	1483
564	1922	1480
565	1925	1476
566	1928	1473
567	1932	1469
568	1935	1465
569	1938	1462
570	1941	1458
571	1944	1454
572	1947	1451
573	1950	1447
574	1953	1444
575	1957	1440
576	1960	1437
577	1963	1433
578	1966	1429
579	1969	1426
580	1972	1422
581	1975	1419
582	1978	1415
583	1981	1411
584	1985	1408
585	1988	1404
586	1991	1400
587	1994	1397
588	1997	1393
589	2000	1390
590	2003	1386
591	2006	1382
592	2009	1379
593	2012	1375
594	2015	1372
595	2019	1368
596	2022	1365
597	2025	1361
598	2028	1357
599	2031	1354
600	2035	1351
601	2038	1347
602	2041	1344
603	2044	1340
604	2048	1337
605	2051	1333
606	2054	1330
607	2057	1326
608	2060	1323
609	2063	1319
610	2067	1315
611	2070	1312
612	2073	1309
613	2076	1305
614	2080	1302
615	2083	1298
616	2086	1295
617	2089	1291
618	2092	1287
619	2095	1284
620	2098	1280
621	2101	1277
622	2104	1273
623	2107	1269
624	2110	1266
625	2113	1262
626	2116	1259
627	2120	1255
628	2123	1252
629	2126	1248
630	2129	1245
631	2132	1241
632	2135	1238
633	2139	1234
634	2142	1231
635	2145	1227
636	2148	1224
637	2151	1220
638	2155	1217
639	2158	1214
640	2161	1210
641	2164	1206
642	2167	1203
643	2170	1200
644	2173	1196
645	2176	1192
646	2180	1189
647	2183	1186
648	2186	1182
649	2190	1179
650	2193	1175
651	2196	1172
652	2199	1168
653	2202	1165
654	2205	1161
655	2208	1158
656	2211	1154
657	2215	1151
658	2218	1147
659	2221	1144
660	2224	1140
661	2227	1137
662	2230	1133
663	2234	1130
664	2238	1127
665	2242	1124
666	2245	1121
667	2248	1117
668	2252	1114
669	2255	1110
670	2258	1107
671	2262	1104
672	2265	1100
673	2268	1097
674	2271	1093
675	2274	1090
676	2277	1086
677	2280	1083
678	2283	1079
679	2286	1076
680	2290	1072
681	2293	1069
682	2296	1065
683	2299	1062
684	2302	1058
685	2306	1055
686	2309	1052
687	2312	1048
688	2315	1045
689	2318	1041
690	2321	1038
691	2324	1034
692	2327	1031
693	2330	1027
694	2333	1024
695	2337	1020
696	2340	1017
697	2343	1013
698	2346	1010
699	2349	1006
700	2352	1003
701	2356	1000
702	2359	996
703	2362	993
704	2365	989
705	2368	986
706	2371	982
707	2374	979
708	2377	975
709	2380	972
710	2383	968
711	2386	965
712	2390	962
713	2393	958
714	2396	955
715	2399	951
716	2402	948
717	2405	944
718	2408	941
719	2412	938
720	2415	934
721	2418	931
722	2421	927
723	2424	924
724	2427	920
725	2431	917
726	2434	914
727	2437	910
728	2440	907
729	2443	903
730	2446	900
731	2449	896
732	2453	893
733	2456	890
734	2459	886
735	2462	883
736	2465	879
737	2468	876
738	2471	872
739	2474	869
740	2477	866
741	2481	862
742	2484	859
743	2487	855
744	2490	852
745	2493	848
746	2496	845
747	2499	842
748	2502	838
749	2506	835
750	2509	831
751	2512	828
752	2515	825
753	2518	821
754	2521	818
755	2524	814
756	2527	811
757	2531	808
758	2534	804
759	2537	801
760	2540	797
761	2543	794
762	2546	791
763	2549	787
764	2553	784
765	2556	780
766	2559	777
767	2562	774
768	2565	770
769	2568	767
770	2572	763
771	2575	760
772	2578	757
773	2581	753
774	2584	750
775	2587	746
776	2590	743
777	2593	740
778	2597	736
779	2600	733
780	2603	730
781	2606	726
782	2609	723
783	2613	719
784	2616	716
785	2619	713
786	2622	709
787	2625	706
788	2628	702
789	2631	699
790	2635	696
791	2638	692
792	2641	689
793	2644	686
794	2647	682
795	2650	679
796	2653	675
797	2657	672
798	2660	669
799	2663	665
800	2666	662
801	2669	658
802	2672	655
803	2675	652
804	2678	648
805	2681	645
806	2684	642
807	2688	638
808	2691	635
809	2694	631
810	2703	630
811	2706	626
812	2709	623
813	2713	619
814	2716	616
815	2719	613
816	2722	609
817	2725	606
818	2729	603
819	2732	599
820	2735	596
821	2738	593
822	2742	589
823	2745	586
824	2748	583
825	2751	579
826	2754	576
827	2757	572
828	2760	569
829	2763	566
830	2766	562
831	2770	559
832	2773	555
833	2776	552
834	2779	549
835	2782	545
836	2785	542
837	2788	539
838	2792	535
839	2795	532
840	2798	529
841	2801	525
842	2805	522
843	2808	519
844	2811	515
845	2814	512
846	2817	508
847	2820	505
848	2823	502
849	2826	498
850	2830	495
851	2833	492
852	2836	488
853	2840	485
854	2843	482
855	2846	478
856	2849	475
857	2852	472
858	2856	468
859	2859	465
860	2862	462
861	2865	458
862	2868	455
863	2871	452
864	2874	448
865	2878	445
866	2881	442
867	2884	438
868	2887	435
869	2891	432
870	2894	428
871	2897	425
872	2900	421
873	2903	418
874	2906	415
875	2910	411
876	2913	408
877	2916	405
878	2919	401
879	2922	398
880	2925	395
881	2928	391
882	2931	388
883	2934	385
884	2938	381
885	2941	378
886	2944	375
887	2947	371
888	2950	368
889	2953	365
890	2956	361
891	2959	358
892	2963	355
893	2966	351
894	2969	348
895	2972	345
896	2975	341
897	2978	338
898	2981	334
899	2984	331
900	2987	328
901	2990	324
902	2993	321
903	2996	318
904	2999	314
905	3003	311
906	3006	308
907	3009	304
908	3012	301
909	3015	298
910	3018	294
911	3021	291
912	3024	288
913	3027	284
914	3146	292
915	3149	288
916	3152	285
917	3156	281
918	3159	278
919	3162	275
920	3165	271
921	3169	268
922	3172	264
923	3175	261
924	3178	257
925	3181	254
926	3184	250
927	3187	247
928	3190	243
929	3194	240
930	3197	236
931	3200	233
932	3203	230
933	3206	226
934	3210	223
935	3213	219
936	3216	216
937	3219	212
938	3222	209
939	3226	205
940	3229	202
941	3233	199
942	3236	195
943	3239	192
944	3242	188
945	3245	185
946	3248	181
947	3251	178
948	3255	174
949	3258	171
950	3261	168
951	3264	164
952	3268	161
953	3271	157
954	3274	154
955	3277	150
956	3280	147
957	3283	143
958	3287	140
959	3290	137
960	3293	133
961	3296	130
962	3299	126
963	3303	123
964	3306	119
965	3309	116
966	3312	113
967	3315	109
968	3318	106
969	3321	102
970	3324	99
971	3327	95
972	3331	92
973	3334	88
974	3337	85
975	3340	82
976	3343	78
977	3346	75
978	3349	71
979	3352	68
980	3355	64
981	3359	61
982	3362	58
983	3365	54
984	3368	51
985	3371	47
986	3374	44
987	3377	41
988	3381	37
989	3384	34
990	3387	30
991	3391	27
992	3394	23
993	3397	20
994	3400	17
995	3404	13
996	3407	10
997	3410	6
998	3413	3
999	3416	0
