iter	Logloss
265	0.3861060866
266	0.3860554659
267	0.3860341033
268	0.3859844819
269	0.385913787
270	0.3858643116
271	0.3858075981
272	0.3857772524
273	0.3857464513
274	0.3857113955
275	0.3855342137
276	0.3854572572
277	0.3854349777
278	0.3853601846
279	0.3853195103
280	0.3852897358
281	0.3852469688
282	0.3852091541
283	0.385180551
284	0.3851540203
285	0.3851252767
286	0.3850841919
287	0.3850594454
288	0.3849815209
289	0.3849435353
290	0.3848847779
291	0.3848603586
292	0.3848404651
293	0.384808289
294	0.3847513523
295	0.3847269977
296	0.3847068347
297	0.3846697936
298	0.3846266991
299	0.3845836939
300	0.3845561685
301	0.3845272748
302	0.3844968107
303	0.3844713669
304	0.3844341155
305	0.384396135
306	0.3843720679
307	0.3843471056
308	0.3842638694
309	0.3842288454
310	0.3841713167
311	0.3841345498
312	0.3840939231
313	0.3840605102
314	0.384030164
315	0.3839872108
316	0.3839468213
317	0.3839140092
318	0.3838860494
319	0.383843493
320	0.3838152724
321	0.3837855896
322	0.38376337
323	0.3837401195
324	0.3837124411
325	0.3836815585
326	0.383665574
327	0.3836313552
328	0.3836064506
329	0.3835853394
330	0.3835554257
331	0.3834289091
332	0.3833949026
333	0.383353676
334	0.3832823357
335	0.3832579691
336	0.3832183553
337	0.383146193
338	0.383118083
339	0.3829965465
340	0.382958132
341	0.3829190049
342	0.3828804762
343	0.3827514565
344	0.382675259
345	0.3826421543
346	0.3826019258
347	0.3825734864
348	0.3825399843
349	0.3825084681
350	0.3824859974
351	0.3824647838
352	0.3824229646
353	0.3823989383
354	0.382362791
355	0.3823453145
356	0.3823153926
357	0.3821728025
358	0.3821045192
359	0.3820720711
360	0.3820281293
361	0.3818960599
362	0.3818703297
363	0.3818391152
364	0.3817907543
365	0.3817666813
366	0.381735688
367	0.3817123231
368	0.3816863641
369	0.3816524191
370	0.3816201619
371	0.3815981609
372	0.3815653192
373	0.3815334261
374	0.3815045413
375	0.3814743441
376	0.3814374339
377	0.3811980142
378	0.3811650174
379	0.3811260468
380	0.3810958906
381	0.3810608076
382	0.3810310044
383	0.3809937483
384	0.3809497271
385	0.3809112689
386	0.3808877559
387	0.3808066924
388	0.3807662053
389	0.3807319763
390	0.3806956317
391	0.3806637886
392	0.3806413112
393	0.3805270052
394	0.3804886958
395	0.3804584471
396	0.3804242489
397	0.3803892229
398	0.3803505491
399	0.3803254214
400	0.3802890547
401	0.3802520104
402	0.3802171419
403	0.3801932264
404	0.3801672409
405	0.3801263236
406	0.3800885998
407	0.3800387119
408	0.3800060907
409	0.3799788791
410	0.3799354111
411	0.3798935776
412	0.3798588432
413	0.3798216203
414	0.3797870364
415	0.3797450586
416	0.3797049915
417	0.3796626981
418	0.3796260204
419	0.3795833219
420	0.3795491877
421	0.3795032353
422	0.3794577835
423	0.3794272024
424	0.3793818606
425	0.3793403204
426	0.3792936539
427	0.3792158021
428	0.3791796954
429	0.3791472736
430	0.3791085461
431	0.3790758751
432	0.3790254121
433	0.3789903031
434	0.3789604843
435	0.3789223301
436	0.3788822285
437	0.3788436139
438	0.3787993934
439	0.3787580239
440	0.3787199964
441	0.3786757825
442	0.3786283219
443	0.3785793103
444	0.3785376552
445	0.3784903891
446	0.378449755
447	0.3784106283
448	0.3782282708
449	0.3781880659
450	0.3781461484
451	0.3780986086
452	0.3780408163
453	0.3780015215
454	0.3779619706
455	0.3779143305
456	0.3778610901
457	0.3778086928
458	0.3777613309
459	0.3777100093
460	0.377660961
461	0.3776216671
462	0.3775842764
463	0.3775402328
464	0.3774937969
465	0.3774565449
466	0.377416107
467	0.3773684236
468	0.3773128488
469	0.3772592553
470	0.3772109029
471	0.377164674
472	0.3771055894
473	0.3770566762
474	0.3770026022
475	0.3769561581
476	0.3769157076
477	0.3768631039
478	0.376813933
479	0.3767643168
480	0.376714141
481	0.376660585
482	0.3766074107
483	0.3765581088
484	0.3765059192
485	0.3764563326
486	0.3764112985
487	0.376360671
488	0.3763132967
489	0.3762676339
490	0.3762273508
491	0.3761769283
492	0.37612416
493	0.376071674
494	0.3760223478
495	0.3759745405
496	0.3759235609
497	0.3758714291
498	0.3758197249
499	0.3757750826
500	0.3757186584
501	0.3756678878
502	0.3756187169
503	0.3755672181
504	0.3755170152
505	0.3754668849
506	0.3754162074
507	0.3753652709
508	0.3753121562
509	0.3752598973
510	0.3752055321
511	0.3751494604
512	0.375098559
513	0.3750471974
514	0.3750009006
515	0.3749528621
516	0.3749029787
517	0.3748491116
518	0.3747987005
519	0.3747434656
520	0.3746903576
521	0.3746406314
522	0.3745914199
523	0.3745408727
524	0.3744940754
525	0.3744425829
526	0.3743924085
527	0.3743459685
528	0.3742972863
529	0.3742490166
530	0.374199265
531	0.374148312
532	0.3741001024
533	0.3740489348
534	0.3740005538
535	0.3739509348
536	0.3738991493
537	0.3738490384
538	0.3737979881
539	0.3737483873
540	0.3736974193
541	0.3736494752
542	0.37360168
543	0.3735527823
544	0.3735032103
545	0.3734548862
546	0.3734084418
547	0.3733577736
548	0.3733097739
549	0.3732598141
550	0.3732126807
551	0.3731637947
552	0.3731159497
553	0.3730671122
554	0.3730173552
555	0.3729690425
556	0.372920458
557	0.3728718574
558	0.372825942
559	0.3727771612
560	0.3727283961
561	0.372681378
562	0.3726341121
563	0.3725874014
564	0.3725392068
565	0.3724904564
566	0.372442693
567	0.3723987077
568	0.3723522035
569	0.3723066155
570	0.3722613264
571	0.372215623
572	0.3721682882
573	0.372121869
574	0.3720754433
575	0.3720297801
576	0.3719821736
577	0.3719357617
578	0.3718884464
579	0.3718405918
580	0.3717943654
581	0.3717488827
582	0.3717026022
583	0.3716584034
584	0.3716130444
585	0.3715674154
586	0.3715221396
587	0.3714779868
588	0.3714340043
589	0.3713888137
590	0.3713433258
591	0.3712972429
592	0.3712525356
593	0.3712071
594	0.3711625849
595	0.3711175746
596	0.371072161
597	0.3710266855
598	0.3709819499
599	0.3709372418
600	0.3708933638
601	0.3708487468
602	0.3708043817
603	0.3707610446
604	0.3707171741
605	0.3706732511
606	0.3706289908
607	0.3705856113
608	0.3705414164
609	0.3704979667
610	0.3704544621
611	0.3704107322
612	0.3703682869
613	0.3703242096
614	0.3702807114
615	0.3702372284
616	0.3701944986
617	0.3701514285
618	0.3701080135
619	0.3700648768
620	0.3700225445
621	0.3699795971
622	0.3699367219
623	0.369893722
624	0.3698507367
625	0.3698085611
626	0.3697656469
627	0.3697236622
628	0.3696809202
629	0.3696386263
630	0.3695963591
631	0.3695542924
632	0.369512142
633	0.3694702465
634	0.3694282928
635	0.3693861953
636	0.3693441436
637	0.3693024242
638	0.3692607566
639	0.3692190076
640	0.3691774216
641	0.3691358117
642	0.3690941882
643	0.3690525401
644	0.3690110802
645	0.3689696123
646	0.3689282472
647	0.3688869324
648	0.3688457934
649	0.3688044007
650	0.3687634843
651	0.3687225256
652	0.3686816317
653	0.3684231888
654	0.3683822406
655	0.3683411429
656	0.3683003779
657	0.3682593688
658	0.3682188789
659	0.3681781663
660	0.3681374981
661	0.3680969422
662	0.3680563338
663	0.3680157958
664	0.3679754525
665	0.3679346835
666	0.3678942194
667	0.3678538798
668	0.367813582
669	0.3677731198
670	0.3677328948
671	0.3676925952
672	0.3676523369
673	0.3676123791
674	0.3675724734
675	0.3675324055
676	0.3674923082
677	0.367452274
678	0.3674124153
679	0.3673724787
680	0.3673325573
681	0.3672927645
682	0.3672530371
683	0.3672134876
684	0.3671738048
685	0.3671341372
686	0.3670944681
687	0.3670548913
688	0.3670154184
689	0.3669759302
690	0.3669363539
691	0.3668969766
692	0.36666006
693	0.3666205665
694	0.3665812648
695	0.3665421556
696	0.3665029399
697	0.3664637315
698	0.3664246513
699	0.3663854541
700	0.366346309
701	0.3663072769
702	0.3662683218
703	0.3662293954
704	0.3661904431
705	0.365936819
706	0.3658978095
707	0.3658588709
708	0.3658199118
709	0.3657810045
710	0.3657422833
711	0.3657037045
712	0.3656649584
713	0.36562646
714	0.3655878415
715	0.3655492946
716	0.3655106507
717	0.3654722458
718	0.3654338108
719	0.3653952889
720	0.365356912
721	0.3653185258
722	0.365280136
723	0.364978574
724	0.3649400819
725	0.3649017696
726	0.3648634472
727	0.3648252077
728	0.3647868689
729	0.3647486463
730	0.3647105366
731	0.3646723719
732	0.3646342755
733	0.3645962495
734	0.3645581973
735	0.3645202635
736	0.3644822964
737	0.3644444715
738	0.3644065902
739	0.3643688157
740	0.3643309544
741	0.3642932498
742	0.3642556168
743	0.364217873
744	0.3641801456
745	0.3641424024
746	0.364104799
747	0.364067202
748	0.3640296676
749	0.3639921095
750	0.3639546687
751	0.3639172467
752	0.3638798218
753	0.363842427
754	0.3638051139
755	0.3637677718
756	0.3637304268
757	0.3636932195
758	0.3636559474
759	0.3636189188
760	0.3635817825
761	0.3635447248
762	0.3635075768
763	0.3634705551
764	0.36343356
765	0.3633964607
766	0.3631614161
767	0.3631242812
768	0.3630873344
769	0.3630504305
770	0.3630134094
771	0.3629764416
772	0.3629395979
773	0.3629027643
774	0.3628660126
775	0.3628291474
776	0.3627924763
777	0.3627556882
778	0.3627189391
779	0.3626821906
780	0.362645489
781	0.3626089633
782	0.3625725174
783	0.3625360015
784	0.3624996132
785	0.3624630595
786	0.3624266532
787	0.3623901144
788	0.3623537454
789	0.3623172623
790	0.3622809177
791	0.362244479
792	0.3622080808
793	0.3621718653
794	0.3621355305
795	0.3620992435
796	0.36206307
797	0.3620269211
798	0.3619906832
799	0.3619545049
800	0.3619184918
801	0.3618823704
802	0.3618462733
803	0.361810316
804	0.3617742774
805	0.3617382609
806	0.361702299
807	0.3616664583
808	0.3616305477
809	0.3615948499
810	0.3615589419
811	0.3615230727
812	0.3614872116
813	0.3614513912
814	0.3614155801
815	0.3613799036
816	0.3613441582
817	0.3613085312
818	0.3612728177
819	0.361237141
820	0.3612014865
821	0.3611659411
822	0.3611304381
823	0.3610949986
824	0.361059588
825	0.3610242059
826	0.3609887322
827	0.3609532729
828	0.360917833
829	0.3608824241
830	0.3608470463
831	0.3605732878
832	0.3605379719
833	0.3605026109
834	0.3604673851
835	0.3604320737
836	0.3603969137
837	0.3603616445
838	0.3603263994
839	0.3602912945
840	0.3602561031
841	0.3602209305
842	0.3601857775
843	0.360150749
844	0.3601157527
845	0.3600806656
846	0.3600456125
847	0.3600106633
848	0.3599756425
849	0.3599407611
850	0.3599058027
851	0.3598709767
852	0.3598361984
853	0.3598014286
854	0.3597667017
855	0.3597319859
856	0.3596971637
857	0.3596623945
858	0.3596277473
859	0.3595931312
860	0.3595585427
861	0.3595238528
862	0.3594891827
863	0.3594546785
864	0.3594201851
865	0.359385707
866	0.3593512594
867	0.3590488281
868	0.3590142074
869	0.3589796386
870	0.3589451097
871	0.3589106094
872	0.3588761322
873	0.3588418446
874	0.3588074062
875	0.3587730827
876	0.3587386685
877	0.3587042946
878	0.3586700451
879	0.3586358288
880	0.3586016366
881	0.3585674821
882	0.358533436
883	0.3584993212
884	0.3584651035
885	0.3584309024
886	0.3583967227
887	0.3583627107
888	0.358328568
889	0.3582944611
890	0.3582605184
891	0.3582265934
892	0.358192684
893	0.3581586689
894	0.3581248111
895	0.3580908291
896	0.3578173552
897	0.3577832387
898	0.3577493138
899	0.3577153379
900	0.3574961806
901	0.3574622091
902	0.3574282779
903	0.3573944791
904	0.3573606971
905	0.3573268286
906	0.3572931841
907	0.3572594831
908	0.3572256596
909	0.3571919895
910	0.3571582027
911	0.3571245751
912	0.3570908398
913	0.3570571282
914	0.3570234389
915	0.3569897668
916	0.3569562365
917	0.356922605
918	0.3568891052
919	0.3568556267
920	0.3568221639
921	0.356788608
922	0.3567552062
923	0.3567218246
924	0.3566883269
925	0.3566548556
926	0.3566214143
927	0.3565879872
928	0.3565546976
929	0.3565213008
930	0.3564880501
931	0.3564548231
932	0.3564214913
933	0.3563881832
934	0.3563550097
935	0.3563217372
936	0.3562885983
937	0.356255365
938	0.3562222585
939	0.3561890507
940	0.3561559888
941	0.3561228149
942	0.356089673
943	0.3560565537
944	0.3560235736
945	0.3559904931
946	0.3559575533
947	0.3559246322
948	0.3558916072
949	0.3558585976
950	0.3558257276
951	0.3557927587
952	0.3557599251
953	0.3557271195
954	0.3556942116
955	0.3556615229
956	0.3554557539
957	0.3554228354
958	0.3551508665
959	0.355118028
960	0.3550852613
961	0.3550524086
962	0.3550196952
963	0.3549869914
964	0.3549541934
965	0.3549214106
966	0.35488865
967	0.3548559143
968	0.3548233069
969	0.354790709
970	0.3547580249
971	0.3547253539
972	0.3546928029
973	0.3546602634
974	0.3546276268
975	0.3545950066
976	0.3545624063
977	0.3545299332
978	0.3544976536
979	0.3544652358
980	0.3544327042
981	0.3544001966
982	0.3543678285
983	0.3543354859
984	0.3543030304
985	0.3542705922
986	0.354238293
987	0.3542061273
988	0.3541737313
989	0.3541413711
990	0.3541090503
991	0.3540768776
992	0.3540446077
993	0.3540124832
994	0.3539803742
995	0.3539481455
996	0.3539160774
997	0.3538838864
998	0.3538518342
999	0.353592241
